name,category,address,locality,pincode,lat,lng,phone,email,website,google_rating,review_count,first_review_year,size_proxy,owner_or_chain,standalone_building,amenity_power_backup,maintenance_rate,outage_keyword_hits,outage_quotes,solar_visible,fm_company,rera_id,source_urls,corridor,icp,score,tier
Hotel Aarkay Palace,banquet_hall,,"Sector 104, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.venuelook.com/Noida/locality/Sector-104,noida,commercial,79,A
Imperial Banquet Hall,banquet_hall,"BS-59, Near Cleo County Apartment, Basai, Sector 70, Noida, Uttar Pradesh 201307","Sector 70, Noida",201307,,,8470804805,,,,,,capacity 250-400 guests; 3 halls up to 450/150/100,owner,,,,1,lights were cut 50 times,,,,https://weddingz.in/noida/imperial-banquet-sector-70/ | https://www.sloshout.com/noida/imperial-banquet-hall-sector-70/ | https://www.weddingwire.in/banquet-halls/imperial-banquet-hall-noida--e72514/reviews | https://www.venuebookingz.com/noida/sector-70/banquet-hall/imperial-banquet/25575/address | https://www.venuemonk.com/venues/noida/imperial-sector-70,noida,commercial,79,A
JS Garden Banquet and Party Lawn,banquet hall,"Opposite Panchmukhi Hanuman Mandir, Noida Extension",Noida Extension / Greater Noida West (near Ace City),,,,,,https://www.jsgardenbanquets.com/,,,,70000 sq ft (open lawn + covered hall),owner,yes,,,,,,,,https://www.jsgardenbanquets.com/ | https://www.wedmegood.com/wedding-venues/JS-Garden-Noida-Extension-4583344 | https://www.jsgardenbanquets.com//about-us.html,gn_west,commercial,79,A
Jubilee Banquets (Jubilee Convention & Banquets),banquet_hall,"First Floor, H Block, Sector 63, Electronic City Metro Sta Road","Sector 63, Noida",201301,,,+91 73039 31901,sales@jubileebanquets.com,https://jubileebanquets.com/,4.7,134,,capacity 75-500 guests,owner,n,,,0,,,,,https://www.justdial.com/Noida/Jubilee-Banquets-Noida-Sector-63-Block-H/011PXX11-XX11-241009211530-N8I8_BZDET | https://www.venuelook.com/noida/venue/jubilee-convention-&-banquets-in-sector-63-26898 | https://jubileebanquets.com/ | https://jubileebanquets.com/contact-us/,noida,commercial,79,A
KTG Banquet Hall,banquet_hall,"Plot No. 2, Assotech One, Opp. LIC Building, C Block, Phase 2, Industrial Area, Sector 62, Noida, Uttar Pradesh 201309","Sector 62, Noida",201309,,,,,,,,,"2 halls, capacity up to 350 guests",owner,,,,0,,,,,https://www.venuebookingz.com/noida/sector-62/banquet-hall/ktg-banquet-hall/27315 | https://www.venuebookingz.com/noida/sector-62/banquet-hall/ktg-banquet-hall/27315/address | https://www.justdial.com/Noida/KTG-RESTAURANT-AND-PARTY-HALL-Near-C-Block-Opposite-LIC-Building-Khora-Colony-Noida-Sector-62/011PXX11-XX11-220416103438-W9B9_BZDET,noida,commercial,79,A
Kantam Farmhouse,banquet_hall,"Farm no. 148,149,150 DPL Flora Farm, Beri Wala Road, Sector 135, Noida, Uttar Pradesh 201304","Sector 135, Noida",201304,,,,,,,,,capacity 500 seated / 750 floating,owner,,,,0,,,,,https://weddingz.in/noida/kantam-farmhouse-sector-135/ | https://www.venuebookingz.com/noida/sector-135/banquet-hall/kantam-farmhouse/35850/address | https://www.mandap.com/noida/kantam-farmhouse-in-flora-farm,noida,commercial,79,A
Miraya Crown Hotel & Banquets,hotel/banquet hall,"PKS Town Central, Sector 16B Road, near Ek Murti Chowk, Greater Noida West, Uttar Pradesh 201301","Sector 16B, Greater Noida West",201301,,,,,https://www.mirayacrown.com/,,,,,owner,,,,,,,,,https://www.mirayacrown.com/ | https://www.facebook.com/MirayaCrown/ | https://www.venuelook.com/greater-noida/miraya-crown-in-sector-16b,gn_west,commercial,79,A
Mithaas Party Hall,banquet_hall,"RN 01, B Block Road, Near Fortis Hospital, Sector 62, Noida, Uttar Pradesh","Sector 62, Noida",,,,,,,,,,"banquet hall capacity ~100 pax floating, centralized AC, parking for 20 vehicles",owner,,,,0,,,,,https://www.venuelook.com/noida/locality/sector-62/venuetype/banquet-halls | https://www.venuebookingz.com/noida/sector-62/banquet-hall/mithaas-party-hall/29788,noida,commercial,79,A
Om Sai Vatika,banquet_hall,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://weddingz.in/banquet-halls/ghaziabad/raj-nagar-extension/,ghaziabad,commercial,79,A
Omega Greens Banquet And Lawn,banquet_hall,"Khasra No. 1071, Raj Nagar Extension, Sikh Road, opposite Gaur Cascades",Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://www.mandap.com/ghaziabad/banquet-halls-in-raj-nagar-extension,ghaziabad,commercial,79,A
Preesha Farms,banquet_hall,"Sector 88, Faridabad, Haryana","Sector 88, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Faridabad/Party-Lawns-in-Faridabad-Sector-88/nct-11235621,faridabad,commercial,79,A
RK Banquet Hall,banquet_hall,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://weddingz.in/banquet-halls/ghaziabad/raj-nagar-extension/,ghaziabad,commercial,79,A
RK Farm,banquet_hall,,"Sector 63, Noida",,,,,,,,,,capacity 80-1000 guests,owner,,,,0,,,,,https://www.weddingwire.in/wedding-lawns-farmhouses/rk-farm--e472822,noida,commercial,79,A
RK Farmhouse,banquet hall / marriage garden,"Sector 121, Noida, Uttar Pradesh",Sector 121,,,,,,,,,,,owner,,,,,,,,,https://www.sulekha.com/banquet-halls/sector-121-noida,noida,commercial,79,A
Radhya Banquet,banquet_hall,,"Sector 62, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.venuelook.com/noida/locality/sector-62/venuetype/banquet-halls,noida,commercial,79,A
Rama Green Valley,banquet_hall,"A-1, Opp. Kendriya Vihar 2, Sector-110, Noida-201304","Sector 110, Noida",,,,,,,,,,capacity 325-500 guests,owner,,,,0,,,,,https://weddingz.in/noida/rama-green-valley-sector-110-1/ | https://www.weddingwire.in/banquet-halls/rama-green-valley--e74774,noida,commercial,79,A
Rangoli Garden,banquet_hall,"Sector 88, Faridabad, Haryana","Sector 88, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Faridabad/Party-Lawns-in-Faridabad-Sector-88/nct-11235621,faridabad,commercial,79,A
Rivaah Celebrations (Rivaah Banquet Hall),banquet hall,"Hall No 1 & 2, Lower Ground Floor, Gaur City 14th Avenue High Street, Gaur City 2, Noida, Uttar Pradesh 201318","Gaur City 2, Noida Extension",201318,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Greater-Noida/Rivaah-Banquet-Hall-Gaur-Chowk/011PXX11-XX11-231103154955-Q3W3_BZDET | https://weddingz.in/noida/rivaah-celebrations-noida/ | https://www.weddingwire.in/banquet-halls/rivaah-celebrations--e446712,gn_west,commercial,79,A
Sacred Flames by The GFL Group,banquet_hall,"Sector 88, Faridabad, Haryana","Sector 88, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Faridabad/Party-Lawns-in-Faridabad-Sector-88/nct-11235621,faridabad,commercial,79,A
Sharma Farm House,banquet_hall,"Off Hiren Road, Sector 135, Noida (approx. 15 min from Sector 142 metro station)","Sector 135, Noida",,,,,,,,,,,owner,,,,0,,,,,https://www.venuemonk.com/venues/noida/sharma-farm-house-sector-135 | https://www.sloshout.com/noida/sharma-farm-house-sector-135/,noida,commercial,79,A
Silver Palace,banquet_hall,"Sector 86, Faridabad, Haryana","Sector 86, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.venuebookingz.com/faridabad/sector-86/banquet-hall/silver-palace/30856,faridabad,commercial,79,A
Sohans Banquets,banquet_hall,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://weddingz.in/banquet-halls/ghaziabad/raj-nagar-extension/,ghaziabad,commercial,79,A
Sudhanshu Farms,banquet_hall,,Crossings Republik,,,,,,,,,,600-900 guest capacity,owner,,,,,,,,,https://weddingz.in/ghaziabad/sudhanshu-farms-crossings-republik/,ghaziabad,commercial,79,A
Swagat Garden,banquet_hall,"Sector 86, Faridabad, Haryana","Sector 86, Greater Faridabad",,,,,,,,,,lawn 200 seated/300 floating; indoor hall 100 seated/150 floating,owner,,,,,,,,,https://www.venuebookingz.com/faridabad/sector-86/banquet-hall/swagat-garden/30854,faridabad,commercial,79,A
Swagath Banquet,banquet_hall,"Starling Mall, 5th Floor, Opposite Pathway School, Opposite Lotus Boulevard, Sector 104, Noida, Uttar Pradesh 201304","Sector 104, Noida",201304,,,9667180793,swagatsec104@gmail.com,,,,,,owner,,,,0,,,,,https://wanderlog.com/place/details/11813089/swagath-banquet-sector-104-noida | https://yappe.in/uttar-pradesh/noida/swagath-restro-bar-sector-104-noida/746143 | https://www.venuelook.com/noida/restaurant-of-swagath-banquet-in-sector-104 | https://www.justdial.com/Noida/Swagath-Restaurant-Bar-Opposite-Pathway-School-Noida-Sec104-Opposite-Lotus-Boule-Vard-Noida-Sector-104/011PXX11-XX11-180706201029-N4B9_BZDET,noida,commercial,79,A
Swarn Banquet,banquet hall,"C-20/2, Next to Sahaj Yog, C Block, Phase 2, Industrial Area, Sector 62, Noida, Uttar Pradesh 201301","Sector 62, Noida",201301,,,,,,,,,,owner,,,,,,,,,https://weddingz.in/banquet-halls/noida/sector-62/,noida,commercial,79,A
Tarang Banquets,banquet_hall,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://weddingz.in/banquet-halls/ghaziabad/raj-nagar-extension/,ghaziabad,commercial,79,A
The Grand Village,banquet hall / marriage garden,"Sector 143, Noida, Uttar Pradesh",Sector 143,,,,,,,,,,guest capacity 100-2500 (lawns + banquet hall + terrace + poolside),owner,,,,,,,,,https://www.weddingwire.in/marriage-garden/the-grand-village--e192317,noida,commercial,79,A
The Royal Farm House,banquet_hall,,Crossings Republik,,,,,,,,,,,owner,,,,,,,,,https://www.venuelook.com/ghaziabad/hall-of-the-royal-farm-house-in-crossings-republik,ghaziabad,commercial,79,A
The Royal Farms,banquet_hall,"Sector 88, Faridabad, Haryana","Sector 88, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Faridabad/Party-Lawns-in-Faridabad-Sector-88/nct-11235621,faridabad,commercial,79,A
The Royale,banquet_hall,"515 & 516 National Bank, Hazipur, Sector 104, Noida, Uttar Pradesh (near Starling Edge mall, Vishwakarma Road)","Sector 104, Noida",,,,,,,,,,capacity 30-250 guests,owner,,,,0,,,,,https://weddingz.in/noida/the-royale-sector-104/,noida,commercial,79,A
The Samrat Banquet Hall,banquet_hall,"Samrat Prathji Chauhan Bhawan, B-23 C, Behind Fortis Hospital, Sector-62, Noida, Uttar Pradesh 201308","Sector 62, Noida",201308,,,,,,,,,"3 halls, capacity up to 250 guests",owner,,,,0,,,,,https://www.venuebookingz.com/noida/sector-62/banquet-hall/the-samrat-banquet-hall/25687 | https://weddingz.in/noida/the-samrat-banquet-hall-sector-62/,noida,commercial,79,A
The Wedding Planet,banquet_hall,,Noida Extension / Greater Noida West,,,,,,https://theweddingplanet.com/,,,,1000+ guests capacity,owner,yes,,,,[],,,,https://theweddingplanet.com/,gn_west,commercial,79,A
Tingaland,banquet_hall,"3rd floor, The Starling Retail, Sector 104, Noida, Uttar Pradesh 201304","Sector 104, Noida",201304,,,9990044500,magic@tingaland.com,https://tingaland.com/,,,,capacity up to 100 (floating),owner,,,,0,,,,,https://www.venuebookingz.com/noida/sector-104/banquet-hall/tingaland/28047 | https://tingaland.com/contact/ | https://noida.tingaland.com/contact/,noida,commercial,79,A
Umang Green Farms,banquet_hall,"Sector 88, Faridabad, Haryana","Sector 88, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Faridabad/Party-Lawns-in-Faridabad-Sector-88/nct-11235621,faridabad,commercial,79,A
Utsav Banquet,banquet hall,"Sector 49, Gurgaon","Sector 49, Gurgaon",,,,,,,,,,,owner,,,,,,,,,https://www.sloshout.com/gurgaon/banquet-halls-in-sector-49/,gurgaon,commercial,79,A
Veervati Vatika,banquet_hall,"Sector 88, Faridabad, Haryana","Sector 88, Greater Faridabad",,,,,,,,,,,owner,,,,,,,,,https://www.justdial.com/Faridabad/Party-Lawns-in-Faridabad-Sector-88/nct-11235621,faridabad,commercial,79,A
Volga Palace,banquet_hall,,Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://weddingz.in/banquet-halls/ghaziabad/raj-nagar-extension/,ghaziabad,commercial,79,A
Wedding Crown (Royal Hall / Silver Hall / Samraat Hall),banquet_hall,"Near Supertech Capetown, Sector 74, Noida, Uttar Pradesh 201304","Sector 74, Noida",,,,+91 9891600039,cgmsanjay@weddingcrown.in,https://weddingcrown.in/,,,,"multi-hall venue, capacity up to 650 guests (Royal Hall)",owner,,,,0,,,,,https://www.venuelook.com/noida/royal-hall-of-wedding-crown-in-sector-74 | https://www.venuelook.com/noida/silver-hall-of-wedding-crown-in-sector-74 | https://www.venuelook.com/noida/samraat-hall-of-wedding-crown-in-sector-74 | https://weddingcrown.in/contact-us/ | https://www.weddingcrown.in/,noida,commercial,79,A
White Castle Banquet,banquet_hall,"Ashiana Palm Court, above AVS City Square, Raj Nagar Extension",Raj Nagar Extension,,,,,,,,,,,owner,,,,,,,,,https://www.mandap.com/ghaziabad/banquet-halls-in-raj-nagar-extension,ghaziabad,commercial,79,A
Wynnd Gardens Banquet,banquet_hall,,Crossings Republik,,,,,,,,,,up to 450 guests,owner,,,,,,,,,https://www.sloshout.com/ghaziabad/wynnd-gardens-banquet-crossings-republik/,ghaziabad,commercial,79,A
Treebo M2M Residency,hotel,"Sector 46, Gurgaon","Sector 46, Gurgaon",,,,,,,,,,23 rooms,owner,,,,,,,,,https://www.holidify.com/hotels/3-star-hotels-in-gurgaon-53.html,gurgaon,commercial,76,A
Amicare Hospital,hospital,"Plot No - NH-1, Ahinsa Khand 2, Indirapuram, Ghaziabad",Indirapuram,201014,,,9818248928,amicarehospitals@gmail.com,https://www.amicarehospital.in/,,,,50 beds,,,,,,,,,,https://www.justdial.com/Ghaziabad/Private-Hospitals-in-Indirapuram/nct-10390288 | https://www.amicarehospital.in/contacts/ | https://www.bajajfinservhealth.in/hospitals/ghaziabad/amicare-hospital-indirapuram | https://www.mappls.com/slmrva,ghaziabad,commercial,70,A
Apex Healthcare And Research Centre,hospital,"158, Raj Nagar Extension, Near KDP Gol Chakkar, Opposite Aggarwal Heights, Ghaziabad, Uttar Pradesh 201003",Raj Nagar Extension,201003,,,01202703480,,,,,,100 beds,,,,,,,,,,https://www.bajajfinservhealth.in/hospitals/ghaziabad/apex-healthcare-and-research-centre-raj-nagar-extension | https://www.mappls.com/xcl7xs,ghaziabad,commercial,70,A
Paras Hospital,hospital,"Plot No 130, Kaling Marg, GDA Market, Sector 4, Vaishali, Ghaziabad, Uttar Pradesh-201010",Vaishali,201010,,,0120 462 4160,,https://parashospital.in/,,,,50 beds,Paras Hospitals Group,,,,,,,,,https://parashospital.in/contact-us/ | https://www.myupchar.com/en/hospitals/ghaziabad/paras-hospital-82,ghaziabad,commercial,70,A
PrimaCare ClearMedi Multispeciality Hospital,hospital,"Block A, Sector 104, Noida, Uttar Pradesh, 201304","Sector 104, Noida",201304,,,8510002312,,https://clearmedi.in/hospital/primacare-clearmedi-multispeciality-hospital-noida,4.4,56,,100 beds,regional_chain,y,,,0,,,,,https://www.justdial.com/Delhi/Prima-Care-Superspeciality-Hospital-Noida-Sector-104/011PXX11-XX11-230403171253-R9H9_BZDET | https://clearmedi.in/hospital/primacare-clearmedi-multispeciality-hospital-noida | https://www.practo.com/noida/clinic/prima-care-superspeciality-hospital-sector-104/reviews,noida,commercial,70,A
SJM Hospital and IVF Centre,hospital,"SJM Chowk, Chhijarsi, Sector 63, Noida, Uttar Pradesh, 201307","Sector 63, Noida",201307,,,9599259072,info@sjmivf.com,sjmhealthcare.com,,,,100 beds,regional_chain,y,,,0,,,,,https://www.sjmhealthcare.com/ | https://www.justdial.com/Noida/Sjm-Super-Speciality-Hospital-Near-Hindon-Bridge-Nh-24-Noida-Sector-63/011PXX11-XX11-140412132420-N8D7_BZDET | https://www.hexahealth.com/noida/hospital/sjm-hospital-and-ivf-centre-sector-63 | https://www.sjmivf.com/contact-us/,noida,commercial,70,A
Shanti Gopal Hospital,hospital,"Plot No. NH-1, Shaheed Captain Manoj Pandey Marg, Judges Enclave, Ahinsa Khand 2, Indirapuram, Ghaziabad, Uttar Pradesh 201014",Indirapuram,,,,+91-120-477-7111,,https://www.shantigopalhospitals.com/,,,,100 beds (est. 2008),,,,,,,,,,https://www.justdial.com/Ghaziabad/Private-Hospitals-in-Indirapuram/nct-10390288 | https://www.hexahealth.com/ghaziabad/hospital/shanti-gopal-hospital-indirapuram | https://www.shantigopalhospitals.com/contact-us | https://www.shantigopalhospitals.com/,ghaziabad,commercial,70,A
Vasundhara Nursing Home Pvt Ltd,hospital,"15/NH-1, Near Atal Chowk, Vasundhara, Ghaziabad, Uttar Pradesh, 201010",Vasundhara,201010,,,4104219,,,,,,"50 beds, 41 staff",,,,,,,,,,https://watchdoq.com/blog/hospitals/ghaziabad/vasundhara-nursing-home-pvt-ltd | https://www.myinsuranceclub.com/health-insurance/network-hospital/vasundhara-nursing-home-pvt-ltd,ghaziabad,commercial,70,A
ACKO Drive Service Centre - Sohna Road,car service center,,Sohna Road,,,,,,https://ackodrive.com/service-centre/gurgaon/sohna-road,,,,,ACKO Drive,,,,,,,,,https://ackodrive.com/service-centre/gurgaon/sohna-road,gurgaon,commercial,67,B
ASB Kia,car dealership,"Industrial Area, Meerut Road & National Highway 58, Raj Nagar Extension, Ghaziabad",Raj Nagar Extension,,,,,,,,,,,Kia,,,,,,,,,https://www.justdial.com/Delhi/Kia-Showroom-Raj-Nagar-Extension-Ghaziabad/011PXX11-XX11-200926173040-Y5N2_BZDET,ghaziabad,commercial,67,B
Auto Vibes Dinco 4 Wheels - NEXA Car Showroom,car dealership,"Dwarka Expressway, Sector 106, Gurgaon","Sector 106, New Gurgaon",,,,,,https://www.nexaofdwarkaexpresswaysec106gurgaon.com/,,,,,Maruti Suzuki NEXA,,,,,,,,,https://www.nexaofdwarkaexpresswaysec106gurgaon.com/,gurgaon,commercial,67,B
Capital Hyundai,car dealership,"Plot No 85 A, 85 B, Neelam Railway Road, NH-5, N.I.T, New Industrial Township, Faridabad, Haryana 121001","NIT, Faridabad",121001,,,,,,,,,,Hyundai,,,,,,,,,https://www.carwale.com/dealer-showrooms/hyundai/faridabad/,faridabad,commercial,67,B
Capital Hyundai,car_dealership_showroom,"H-5, Sector 63, Noida, Uttar Pradesh 201301",Sector 63,201301,,,9971092221,,https://capitalhyundai.co.in/,,,,Hyundai showroom with fully equipped workshop; chain also has outlets in Faridabad and Dadri,regional_chain,y,,,0,,,,,https://www.click.in/noida/best-hyundai-showroom-noida-c127-v41345289 | https://capitalhyundai.co.in/,noida,commercial,67,B
Croma (Capital Business Park),electronics showroom,"Capital Business Park, Sohna Road, Sector 48, Gurugram","Sector 48, Gurgaon",,,,,,,,,,,Croma (Tata),,,,,,,,,https://store.croma.com/croma-capital-business-park-sohna-road-electronics-retail-and-repair-shop-sector-48-gurugram-283662/Home,gurgaon,commercial,67,B
Croma (Universal Trade Tower),electronics showroom,"Universal Trade Tower, Ground Floor, A118, Sohna Road, Sector 49, Gurgaon","Sector 49, Gurgaon",,,,,,,,,,,Croma (Tata),,,,,,,,,https://www.justdial.com/Delhi/Croma-Near-Sector-49-Sohna-Road/011PXX11-XX11-140127103020-G4G7_BZDET,gurgaon,commercial,67,B
Croma - Aditya Mall,electronics showroom,"Plot No. C/GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Indirapuram,201001,,,,,https://store.croma.com/croma-aditya-mall-indirapuram-electronics-retail-and-repair-shop-indirapuram-ghaziabad-263483/Home,,,,,Croma (Tata),,,,,,,,,https://store.croma.com/croma-aditya-mall-indirapuram-electronics-retail-and-repair-shop-indirapuram-ghaziabad-263483/Home,ghaziabad,commercial,67,B
Croma - Gaur City Mall,electronics showroom,"Gaur City Mall, Greater Noida West","Gaur City Mall, Greater Noida West",,,,,,https://www.croma.com/store?city=greater-noida&location=gaur-city-mall,,,,,Croma,,,,,,,,,https://www.croma.com/store?city=greater-noida&location=gaur-city-mall,gn_west,commercial,67,B
Croma - Raj Nagar Extension (Noor Nagar),electronics showroom,"No 1, Gr & 1st Flr, Great Northern Bazar, Kh No 542 & 898, NH 58, Noor Nagar, Ghaziabad, 201017",Raj Nagar Extension,201017,,,,,https://store.croma.com/croma-raj-nagar-extension-electronics-retail-and-repair-shop-noor-nagar-ghaziabad-263516/Home,,,,,Croma (Tata),,,,,,,,,https://store.croma.com/croma-raj-nagar-extension-electronics-retail-and-repair-shop-noor-nagar-ghaziabad-263516/Home,ghaziabad,commercial,67,B
Empire Electronics,electronics showroom,"FF-114, City Plaza Market, Gaur City 1, Greater Noida West","Gaur City 1, Greater Noida West",,,,,,,,,,,,,,,,,,,,https://magicpin.in/Greater-Noida/Greater-Noida-West/Electronics/Empire-Electronics/store/604846/,gn_west,commercial,67,B
Gaur City Center Electronic Bazaar,electronics showroom,"Gaur City Centre, Noida Extension",Noida Extension,,,,9266850850,,http://www.gaurcitycentre.in/electronic-bazaar.html,,,,,,,,,,,,,,http://www.gaurcitycentre.in/electronic-bazaar.html,gn_west,commercial,67,B
GoMechanic - Indirapuram,car service center,,Indirapuram,,,,,,https://gomechanic.in/ghaziabad,,,,,GoMechanic,,,,,,,,,https://gomechanic.in/ghaziabad,ghaziabad,commercial,67,B
GoMechanic - Sohna Road,car service center,,Sohna Road,,,,,,https://gomechanic.in/gurgaon,,,,,GoMechanic,,,,,,,,,https://gomechanic.in/gurgaon,gurgaon,commercial,67,B
GoMechanic - Vaishali,car service center,,Vaishali,,,,,,https://gomechanic.in/ghaziabad,,,,,GoMechanic,,,,,,,,,https://gomechanic.in/ghaziabad,ghaziabad,commercial,67,B
GoMechanic Service Center,car service workshop,"SRS Royal Hills, Neharpar, Faridabad","Neharpar, Faridabad",,,,,,https://gomechanic.in/stores/car-service-center-in-sector-86-faridabad-G06F,,,,,GoMechanic,,,,,,,,,https://gomechanic.in/stores/car-service-center-in-sector-86-faridabad-G06F,faridabad,commercial,67,B
Hero Showroom - Sector 5,two-wheeler dealership,"10A Sector 5, Faridabad 121004","Sector 5, Faridabad",121004,,,7290028893,,,,,,,Hero MotoCorp,,,,,,,,,https://www.bikewale.com/dealer-showrooms/hero/faridabad/,faridabad,commercial,67,B
Honda Two-Wheeler Dealer - Main Mathura Road,two-wheeler dealership,"21/4, Main Mathura Road, Faridabad",Faridabad,,,,,,,,,,,Honda Motorcycle and Scooter India,,,,,,,,,https://www.autox.com/new-bikes/dealer/honda/faridabad/,faridabad,commercial,67,B
Honda Two-Wheeler Dealer - NIT (5L/163),two-wheeler dealership,"5L/163, NIT Faridabad, Haryana","NIT, Faridabad",,,,,,,,,,,Honda Motorcycle and Scooter India,,,,,,,,,https://www.vicky.in/dealer/honda-bike-dealers-in-faridabad/,faridabad,commercial,67,B
Honda Two-Wheeler Dealer - Neelam Bata Road,two-wheeler dealership,"Plot No-20, Neelam Bata Road, NIT, Faridabad 121001","NIT, Faridabad",121001,,,,,,,,,,Honda Motorcycle and Scooter India,,,,,,,,,https://bikes.tractorjunction.com/en/bike-dealer-showrooms/honda/haryana/faridabad,faridabad,commercial,67,B
Honda Two-Wheeler Showroom - Sector 15A,two-wheeler dealership,"Plot No. 12-A, Sector-15A, Ajronda more, Mathura Road, Faridabad - 121007","Sector 15A, Faridabad",121007,,,,,,,,,,Honda Motorcycle and Scooter India,,,,,,,,,https://www.bikewale.com/dealer-showrooms/honda/faridabad/,faridabad,commercial,67,B
Hyundai Showroom - AC Nagar,car dealership,"Plot no. 38, Neelam Bata, near LIC Building, AC Nagar, New Industrial Township, Faridabad, Haryana 121001","AC Nagar, NIT, Faridabad",121001,,,,,,,,,,Hyundai,,,,,,,,,https://www.cardekho.com/Hyundai/Faridabad/cardealers,faridabad,commercial,67,B
Hyundai Showroom - Main Sohna Road,car dealership,"Main Sohna Road, 1KM Tau Devi Lal Stadium, Gurgaon",Sohna Road,,,,,,,,,,,Hyundai,,,,,,,,,https://www.91wheels.com/car-dealers/hyundai/gurgaon | https://www.carwale.com/dealer-showrooms/hyundai/sohna/,gurgaon,commercial,67,B
Hyundai Showroom - Sector 15A,car dealership,"Plot No. 1, Metro Station, Sec 15A, Mathura Rd, Near Ajronda, Azad Colony, Faridabad, Haryana 121007","Sector 15A, Faridabad",121007,,,,,,,,,,Hyundai,,,,,,,,,https://www.carchhe.com/hyundai/faridabad/dealers,faridabad,commercial,67,B
Koncept Automobiles (Mahindra),car dealership,"Ground Floor, Aarza Square-2, Shop No-24, Plot No-CS-02/GH-01, Gaur City, Sector-4, Greater Noida West, near Gaur Chowk, Uttar Pradesh - 201308","Sector 4, Gaur City, near Gaur Chowk, Greater Noida West",201308,,,,,http://www.konceptmahindra.com/outlet/showroom-near-gaur-chowk-noida.html,,,,,Mahindra,,,,,,,,,http://www.konceptmahindra.com/outlet/showroom-near-gaur-chowk-noida.html,gn_west,commercial,67,B
M R Hyundai,car dealership,"Site-4, Sahibabad Industrial Area, Vaishali",Vaishali,,,,,,https://mr.hyundaimotor.in/,,,,,Hyundai,,,,,,,,,https://mr.hyundaimotor.in/,ghaziabad,commercial,67,B
Magic Auto NEXA (Maruti Suzuki),car_dealership_showroom,"Shop No. 2, Ground Level, Near Sector 137 Metro Station, Sector 137, Noida, Uttar Pradesh 201305",Sector 137,201305,,,8062511202,,https://www.nexaofnoidasector137.com/,4.8,1550,,Maruti Suzuki NEXA showroom (Expressway belt),regional_chain,n,,,0,,,,,https://www.justdial.com/Noida/Magic-Auto-Pvt-Ltd-Nexa-Showroom-Noida-Sector-137/011PXX11-XX11-221117105716-X4U1_BZDET | https://www.nexaofnoidasector137.com/,noida,commercial,67,B
Mahindra Car Service Centre (ACKO Drive) - Sohna Road,car service center,,Sohna Road,,,,,,https://ackodrive.com/service-centre/gurgaon/mahindra-service-in-sohna-road,,,,,Mahindra / ACKO Drive,,,,,,,,,https://ackodrive.com/service-centre/gurgaon/mahindra-service-in-sohna-road,gurgaon,commercial,67,B
Mahindra Showroom (Koncept Automobiles),car dealership,"Unit-16 & 16A, Ground Floor, Bestech Business Tower, Sohna Road, Sec-48, Gurgaon",Sector 48 / Sohna Road,,,,,,https://www.konceptmahindra.com/outlet/mahindra-showroom-in-gurgaon.html,,,,,Mahindra - Koncept Automobiles,,,,,,,,,https://www.konceptmahindra.com/outlet/mahindra-showroom-in-gurgaon.html,gurgaon,commercial,67,B
Mahindra Showroom - Sector 27A,car dealership,"Plot No.5, Sector-27a, Mathura Road, Near Badkhal Chowk, Faridabad","Sector 27A, Faridabad",,,,,,,,,,,Mahindra,,,,,,,,,https://www.carbike360.com/car-dealers/mahindra/faridabad,faridabad,commercial,67,B
Mahindra Showroom - YMCA Crossing,car dealership,"20/2, Delhi Mathura Road, Near YMCA Crossing, Opposite Orient Fan Factory, Faridabad, Haryana 121006",Faridabad,121006,,,,,,,,,,Mahindra,,,,,,,,,https://www.carwale.com/dealer-showrooms/mahindra/faridabad/,faridabad,commercial,67,B
Maruti Suzuki Showroom - Islam Pur,car dealership,"Village Islam Pur, Sohna Road, Gurgaon",Sohna Road,,,,,,,,,,,Maruti Suzuki,,,,,,,,,https://www.justdial.com/Gurgaon/Car-Dealers-in-Sohna-Road/nct-10075853,gurgaon,commercial,67,B
