name,category,address,locality,pincode,lat,lng,phone,email,website,google_rating,review_count,first_review_year,size_proxy,owner_or_chain,standalone_building,amenity_power_backup,maintenance_rate,outage_keyword_hits,outage_quotes,solar_visible,fm_company,rera_id,source_urls,corridor,icp,score,tier
Fusion Homes,housing_society,,Greater Noida West,,,,,,,,,,,,,,,0,[],,,,https://propflix.in/blog/top-10-societies-in-greater-noida-west/,gn_west,society,20,C
Fusion The Rivulet,housing_society,,"Sector 12, Greater Noida West",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/fusion-the-rivulet-sector-12-greater-noida-west-greater-noida-npxid-r409011,gn_west,society,20,C
Gaur Atulyam,housing_society,,Greater Noida West,,,,,,,,,,,Gaursons India,,,,0,[],,,,https://www.gaurcity2.com/,gn_west,society,20,C
Gaur Cascades,housing_society,,Raj Nagar Extension,,,,,,,,,,,,,,,0,[],,,,https://houseeazy.com/blog/top-5-societies-ready-to-move-in-homes-in-raj-nagar-extension-ghaziabad,ghaziabad,society,20,C
Gaur City 16th Avenue,housing_society,,Greater Noida West,,,,,,,,,,,Gaursons India,,,,0,[],,,,https://www.gaurcityresale.com/project/10-gaur-city-16th-avenue,gn_west,society,20,C
Gaur City Sports Wood,housing_society,,Greater Noida West,,,,,,,,,,,Gaursons India,,,,0,[],,,,https://www.gaurcity2.com/,gn_west,society,20,C
Gaur Ganga (Sector 4),housing_society,,"Sector 4, Vaishali",,,,,,,,,,flats=112; towers=1,Gaursons India Ltd,,24/7 power backup,,0,[],,,,https://www.realestateindia.com/projects/gaur-ganga-by-gaursons-india-limited-in-ghaziabad/ | https://www.jllhomes.co.in/apartments-new/ghaziabad/gaur-ganga-2-bhk-flat-vaishali-1050-sqft,ghaziabad,society,20,C
Gaur Ganga 2,housing_society,,"Sector 2, Vaishali",,,,,,,,,,,Gaursons India Ltd,,,,0,[],,,,https://www.squareyards.com/ghaziabad-residential-property/gaur-ganga-2/86725/project,ghaziabad,society,20,C
Gaur Ganga I,housing_society,,"Sector 2, Vaishali",,,,,,,,,,,Gaursons India Ltd,,,,0,[],,,,https://www.squareyards.com/ghaziabad-residential-property/gaur-ganga-i/86726/project,ghaziabad,society,20,C
Gaur Saundaryam,housing_society,,Greater Noida West,,,,,,,,,,,Gaursons India,,,,0,[],,,,https://www.gaurcity2.com/,gn_west,society,20,C
Gaurs Galaxy,housing_society,,"Sector 5, Vaishali",,,,,,,,,,,Gaursons India Ltd,,,,0,[],,,,https://www.squareyards.com/ghaziabad-residential-property/gaurs-galaxy/3853/project,ghaziabad,society,20,C
Godrej Palm Retreat,housing_society,,"Sector 150, Noida",,,,,,,,,,,Godrej Properties,,,,0,,,,,https://www.investoxpert.com/blog/top-10-best-residential-projects-in-sector-150-noida,noida,society,20,C
Godrej Retreat,housing_society,,"Sector 83, Faridabad",,,,,,,,,,,,No,,,0,[],,,,https://www.investoxpert.com/blog/top-10-best-residential-projects-in-faridabad,faridabad,society,20,C
Grand Ajnara Heritage,housing_society,,"Sector 74, Noida",,,,,,,,,,,Ajnara Group,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-74-noida-ffid | https://www.squareyards.com/projects-in-sector-74-noida,noida,society,20,C
Grand Omaxe,housing_society,,"Sector 93, Noida",,,,,,,,,,,Omaxe,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-93-noida-ffid,noida,society,20,C
Great Value Sharanam,housing_society,,"Sector 107, Noida",,,,,,,,,,,Great Value,,,,0,,,,,https://ambak.com/blog/sector-107-noida-locality-landmarks-transport-top-under-construction-projects-reasons-to-invest/,noida,society,20,C
Gulshan Dynasty,housing_society,,"Sector 144, Noida",,,,,,,,,,,Gulshan Group,,,,0,,,,,https://www.99acres.com/sector-144-noida-overview-piffid,noida,society,20,C
Gulshan Ikebana,housing_society,,"Sector 143, Noida",,,,,,,,,,,Gulshan Group,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-143-noida-ffid | https://www.99acres.com/flats-in-sector-143-noida-ffid,noida,society,20,C
Gulshan Vivante,housing_society,,"Sector 137, Noida",,,,,,,,,,,Gulshan Group,,,,0,,,,,https://www.99acres.com/sector-137-noida-overview-piffid,noida,society,20,C
Gurgaon 21 (Vatika India Next),housing_society,,"Sector 82-83, Gurgaon",,,,,,,,,,,Vatika Group,,,,,,,,,https://www.vatikacollections.com/townships/vatika-india-next-gurgaon/,gurgaon,society,20,C
Ivory Country,housing_society,,"Sector 115, Noida",,,,,,,,,,,,,,,0,,,,,https://moneytreerealty.com/noida-real-estate/sector-115-noida | https://www.99acres.com/sector-115-noida-overview-piffid,noida,society,20,C
Jal Vihar Welfare Society (JVWS),housing_society,,Faridabad,,,,,,,,,,,,,,,0,[],,,,https://www.indiainfo.net/d/housing-society-in-faridabad,faridabad,society,20,C
Jalvayu Towers,housing_society,,"Sector 56, Gurgaon",,,,,,,,,,,,,,,1,"Sector 56 residents report recurring issues such as waterlogging, inadequate drainage, and inconsistent water/power supply; also cite expensive maintenance",,,,https://ivoestates.com/insight-details/best-residential-areas-sector-56-57-gurgaon,gurgaon,society,20,C
Jalvayu Vihar,housing_society,,"Sector 46, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.squareyards.com/sector-46-in-gurgaon-overview-58,gurgaon,society,20,C
Jaypee Greens Kingswood Oriental,housing_society,,"Sector 128, Noida",,,,,,,,,,,Jaypee Greens (Jaiprakash Associates),,,,0,,,,,https://www.99acres.com/property-in-sector-128-noida-ffid,noida,society,20,C
Jaypee Greens Knights Court,housing_society,,"Sector 128, Noida",,,,,,,,,,,Jaypee Greens (Jaiprakash Associates),,,,0,,,,,https://www.99acres.com/property-in-sector-128-noida-ffid,noida,society,20,C
Jaypee Greens Kube,housing_society,,"Sector 128, Noida",,,,,,,,,,,Jaypee Greens (Jaiprakash Associates),,,,0,,,,,https://www.99acres.com/property-in-sector-128-noida-ffid,noida,society,20,C
Jaypee Greens Pavilion Court,housing_society,,"Sector 128, Noida",,,,,,,,,,,Jaypee Greens (Jaiprakash Associates),,,,0,,,,,https://www.99acres.com/jaypee-greens-the-pavilion-court-sector-128-noida-npxid-r304,noida,society,20,C
Jindal Homes,housing_society,,"Sector 121, Noida",,,,,,,,,,,Jindal,,,,0,,,,,https://www.99acres.com/jindal-homes-sector-121-noida-npxid-r271101,noida,society,20,C
Kshitij Complex Vaishali,housing_society,,"Sector 4, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.squareyards.com/sale/apartments-for-sale-in-vaishali-sector-4-ghaziabad,ghaziabad,society,20,C
Landcraft River Heights,housing_society,,Raj Nagar Extension,,,,,,,,,,"towers=16,17,19 (named ready-to-move blocks)",,,,,0,[],,,,https://landcraftdev.wordpress.com/category/property-in-raj-nagar-extension/,ghaziabad,society,20,C
Leela Homes,housing_society,,"Sector 4, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.squareyards.com/sale/apartments-for-sale-in-vaishali-sector-4-ghaziabad,ghaziabad,society,20,C
Logix Blossom Greens,housing_society,,"Sector 143, Noida",,,,,,,,,,,Logix Group,,,,0,,,,,https://www.99acres.com/articles/why-invest-in-sector-143-noida.html,noida,society,20,C
Logix Blossom Zest,housing_society,,"Sector 143, Noida",,,,,,,,,,,Logix Group,,,,0,,,,,https://www.99acres.com/articles/why-invest-in-sector-143-noida.html,noida,society,20,C
Lord Buddha Society,housing_society,,"Sector 21, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/flats-in-sector-21-faridabad-ffid | https://www.99acres.com/property-in-sector-21-faridabad-ffid,faridabad,society,20,C
M3M Golfestate,housing_society,,"Sector 65, Gurgaon",,,,,,,,,,,M3M India,,,,,,,,,https://www.99acres.com/society-flats-apartments-in-sector-65-gurgaon-ffid,gurgaon,society,20,C
M3M Heights,housing_society,,"Sector 65, Gurgaon",,,,,,,,,,,M3M India,,,,,,,,,https://www.99acres.com/society-flats-apartments-in-sector-65-gurgaon-ffid,gurgaon,society,20,C
Mahagun Mezzaria,housing_society,,"Sector 78, Noida",,,,,,,,,,,Mahagun India Pvt Ltd,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-78-noida-ffid,noida,society,20,C
Mahagun Villa,housing_society,,"Sector 4, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.squareyards.com/sale/apartments-for-sale-in-vaishali-sector-4-ghaziabad,ghaziabad,society,20,C
Maharaja Agrasen,housing_society,,"Sector 21C, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/maharaja-agrasen-sector-21c-faridabad-npxid-r69510 | https://www.99acres.com/property-in-sector-21c-faridabad-ffid,faridabad,society,20,C
Mahindra Chloris,housing_society,,"Sector 19, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.reeltor.com/faridabad/best-society-in-faridabad | https://mygate.com/blog/neighbourhood/best-residential-societies-in-faridabad/ | https://www.indiainfo.net/d/housing-society-in-faridabad,faridabad,society,20,C
Mansha Oaks,housing_society,,Faridabad,,,,,,,,,,,,,,,0,[],,,,https://www.investoxpert.com/blog/top-10-best-residential-projects-in-faridabad,faridabad,society,20,C
Mapsco Casa Bella,housing_society,,"Sector 82, Gurgaon",,,,,,,,,,,Mapsco,,,,,,,,,https://www.rightsolutions.co.in/blog/most-expensive-societies-in-gurgaon-best-posh-areas,gurgaon,society,20,C
Mapsco Mount Ville,housing_society,,"Sector 79, Gurgaon",,,,,,,,,,,Mapsco,,,,,,,,,https://www.rightsolutions.co.in/blog/most-expensive-societies-in-gurgaon-best-posh-areas,gurgaon,society,20,C
Mapsco Paradise,housing_society,,"Sector 82, Gurgaon",,,,,,,,,,,Mapsco,,,,,,,,,https://www.rightsolutions.co.in/blog/most-expensive-societies-in-gurgaon-best-posh-areas,gurgaon,society,20,C
Mayfield Garden,housing_society,,"Sector 51, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.realestateworldblog.com/sector-51-gurgaon-guide/ | https://www.sapientrealty.com/residential-colonies-in-gurgaon/,gurgaon,society,20,C
Mulberry County by MGH,housing_society,,Faridabad,,,,,,,,,,,,,,,0,[],,,,https://www.indiainfo.net/d/housing-society-in-faridabad,faridabad,society,20,C
Nandini Metro Suites,housing_society,,"Sector 4, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.squareyards.com/sale/apartments-for-sale-in-vaishali-sector-4-ghaziabad,ghaziabad,society,20,C
Nilaya Greens,housing_society,,Raj Nagar Extension,,,,,,,,,,,,,,,0,[],,,,https://houseeazy.com/blog/top-5-societies-ready-to-move-in-homes-in-raj-nagar-extension-ghaziabad,ghaziabad,society,20,C
Nirala Estate Phase 4,housing_society,,"Noida Extension, Techzone 4, Greater Noida West",,,,,,,,,,possession=2026,Nirala World,,,,0,[],,,,https://www.niralaestate2.co.in/nirala-estate-phase-4/,gn_west,society,20,C
Orange County (Ahinsa Khand 1),housing_society,,"Ahinsa Khand 1, Indirapuram",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/2-bhk-society-flats-apartments-in-indirapuram-ghaziabad-ffid,ghaziabad,society,20,C
Orange County (Niti Khand 1),housing_society,,"Niti Khand 1, Indirapuram",,,,,,,,,,,,,,,0,[],,,,https://www.nobroker.in/flats-for-sale-in-niti-khand-i-niti-khand-ghaziabad,ghaziabad,society,20,C
Orchid Island,housing_society,,"Sector 51, Gurgaon",,,,,,,,,,,,,,,,,,,,https://www.realestateworldblog.com/sector-51-gurgaon-guide/,gurgaon,society,20,C
Panchsheel Pratishtha,housing_society,,"Sector 115, Noida",,,,,,,,,,,Panchsheel Group,,,,0,,,,,https://moneytreerealty.com/noida-real-estate/sector-115-noida,noida,society,20,C
Paramount Floraville,housing_society,,"Sector 137, Noida",,,,,,,,,,,Paramount Group,,,,0,,,,,https://www.99acres.com/sector-137-noida-overview-piffid | https://www.paramountgroup.co.in/projectdetails/residential-projects-in-noida-expressway,noida,society,20,C
Paras Quartier,housing_society,,"Sector 45, Gurgaon",,,,,,,,,,,Paras Buildtech,,,,,,,,,https://www.squareyards.com/sector-45-in-gurgaon-overview-57 | https://www.prooperty.com/blog/sector-47-gurgaon-complete-locality-guide,gurgaon,society,20,C
Paras Tierra,housing_society,,"Sector 137, Noida",,,,,,,,,,,Paras Buildtech,,,,0,,,,,https://www.99acres.com/sector-137-noida-overview-piffid,noida,society,20,C
Park View Sanskriti,housing_society,,"Sector 92, Gurgaon",,,,,,,,,,,Bestech,,,,,,,,,https://www.rightsolutions.co.in/blog/most-expensive-societies-in-gurgaon-best-posh-areas,gurgaon,society,20,C
Prabhu Apartments,housing_society,,Faridabad,,,,,,,,,,,,,,,0,[],,,,https://www.indiainfo.net/d/housing-society-in-faridabad,faridabad,society,20,C
Pragati Apartment,housing_society,,"Sector 21, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/flats-in-sector-21-faridabad-ffid | https://www.99acres.com/property-in-sector-21-faridabad-ffid,faridabad,society,20,C
Prateek Canary,housing_society,,"Sector 150, Noida",,,,,,,,,,,Prateek Group,,,,0,,,,,https://www.investoxpert.com/blog/top-10-best-residential-projects-in-sector-150-noida,noida,society,20,C
Prateek Edifice,housing_society,,"Sector 107, Noida",,,,,,,,,,,Prateek Group,,,,0,,,,,https://ambak.com/blog/sector-107-noida-locality-landmarks-transport-top-under-construction-projects-reasons-to-invest/,noida,society,20,C
Prateek Kunj Apartment,housing_society,,"Sector 21, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/property-in-sector-21-faridabad-ffid,faridabad,society,20,C
Puri Aanandvilas,housing_society,,"Neharpar, Greater Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.reeltor.com/faridabad/best-residential-society-in-neharpar-faridabad,faridabad,society,20,C
Puri Pratham Society,housing_society,,Faridabad,,,,,,,,,,,,,,,0,[],,,,https://www.indiainfo.net/d/housing-society-in-faridabad,faridabad,society,20,C
Purvanchal Royal Park,housing_society,,"Sector 137, Noida",,,,,,,,,,,Purvanchal Group,,,,0,,,,,https://www.99acres.com/sector-137-noida-overview-piffid,noida,society,20,C
ROF Ananda,housing_society,,"Sector 93-95, New Gurgaon",,,,,,,,,,,ROF,,,,,,,,,https://en.wikipedia.org/wiki/New_Gurgaon | https://moneytreerealty.com/gurgaon-real-estate/sector-85-gurgaon,gurgaon,society,20,C
Raj Nagar Residency,housing_society,,Raj Nagar Extension,,,,,,,,,,,,,,,0,[],,,,https://houseeazy.com/blog/top-5-societies-ready-to-move-in-homes-in-raj-nagar-extension-ghaziabad,ghaziabad,society,20,C
Rajhans Residency,housing_society,,"Sector 115, Noida",,,,,,,,,,,Rajhans Group,,,,0,,,,,https://moneytreerealty.com/noida-real-estate/sector-115-noida,noida,society,20,C
Ramprastha Pearl Court,housing_society,,Vaishali,,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/society-flats-apartments-in-vaishali-ghaziabad-ffid,ghaziabad,society,20,C
Ramsons Kshitj,housing_society,,"Sector 93-95, New Gurgaon",,,,,,,,,,,Ramsons,,,,,,,,,https://en.wikipedia.org/wiki/New_Gurgaon | https://moneytreerealty.com/gurgaon-real-estate/sector-85-gurgaon,gurgaon,society,20,C
Ridge View Apartment,housing_society,,"Sector 21, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/flats-in-sector-21-faridabad-ffid | https://www.99acres.com/property-in-sector-21-faridabad-ffid,faridabad,society,20,C
Rishabh Cloud 9 Towers,housing_society,,"Sector 1, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/rishabh-cloud-9-towers-sector-1-vaishali-ghaziabad-npxid-r245425,ghaziabad,society,20,C
Rosewood City (South City 2),housing_society,,"Sector 49, Sohna Road, Gurgaon",,,,,,,,,,towers=3,Unitech Limited,,,,,,,,,https://www.realestateindia.com/projects/project-south-city-2-by-unitech-limited-in-south-city-2-gurgaon/,gurgaon,society,20,C
SCC Blossom,housing_society,,Raj Nagar Extension,,,,,,,,,,,,,,,0,[],,,,https://houseeazy.com/blog/top-5-societies-ready-to-move-in-homes-in-raj-nagar-extension-ghaziabad,ghaziabad,society,20,C
SKA Orion,housing_society,,"Sector 143, Noida",,,,,,,,,,,SKA Group,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-143-noida-ffid,noida,society,20,C
SPR Imperial Royaute,housing_society,,"Neharpar, Greater Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.reeltor.com/faridabad/best-residential-society-in-neharpar-faridabad,faridabad,society,20,C
SS The Coralwood,housing_society,,"Sector 84, Gurgaon",,,,,,,,,,,SS Group,,,,,,,,,https://www.99acres.com/society-flats-apartments-in-sector-84-gurgaon-ffid,gurgaon,society,20,C
Saan Vardante,housing_society,,"Sector 93-95, New Gurgaon",,,,,,,,,,,Saan Group,,,,,,,,,https://en.wikipedia.org/wiki/New_Gurgaon | https://moneytreerealty.com/gurgaon-real-estate/sector-85-gurgaon,gurgaon,society,20,C
Sare Homes,housing_society,,"Sector 93-95, New Gurgaon",,,,,,,,,,,SARE Group,,,,,,,,,https://en.wikipedia.org/wiki/New_Gurgaon | https://moneytreerealty.com/gurgaon-real-estate/sector-85-gurgaon,gurgaon,society,20,C
Sethi Max Royal,housing_society,,"Sector 76, Noida",,,,,,,,,,,Sethi Group,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-76-noida-ffid,noida,society,20,C
Shanti Plaza Vaishali,housing_society,,"Sector 4, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.squareyards.com/sale/apartments-for-sale-in-vaishali-sector-4-ghaziabad,ghaziabad,society,20,C
Shiv Ganga Apartments,housing_society,,"Sector 4, Vasundhara",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/property-in-sector-4-vasundhara-ghaziabad-ffid,ghaziabad,society,20,C
Shivalik Springs,housing_society,,Faridabad,,,,,,,,,,,,,,,0,[],,,,https://www.indiainfo.net/d/housing-society-in-faridabad,faridabad,society,20,C
Shri Ram Plaza Vaishali,housing_society,,"Sector 4, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.squareyards.com/sale/apartments-for-sale-in-vaishali-sector-4-ghaziabad,ghaziabad,society,20,C
Shubham Apartments,housing_society,,"Sector 21C, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/shubham-apartments-sector-21c-faridabad-npxid-r139033 | https://www.99acres.com/property-in-sector-21c-faridabad-ffid,faridabad,society,20,C
Signature Global City 92,housing_society,,"Sector 92, Gurgaon",,,,,,,,,,possession=2026,Signature Global,,,,,,,,,https://www.squareyards.com/gurgaon-residential-property/signature-global-city-92/108875/project,gurgaon,society,20,C
Signature Global Cloverdale,housing_society,,"Sector 71, Gurgaon",,,,,,,,,,,Signature Global,,,,,,,,,https://moneytreerealty.com/gurgaon-real-estate/sector-71-gurgaon,gurgaon,society,20,C
Signature Global Titanium SPR,housing_society,,"Sector 71, Gurgaon",,,,,,,,,,floors=40,Signature Global,,,,,,,,,https://moneytreerealty.com/gurgaon-real-estate/sector-71-gurgaon,gurgaon,society,20,C
Sikka Karmic Greens,housing_society,,"Sector 78, Noida",,,,,,,,,,,Sikka Group,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-78-noida-ffid,noida,society,20,C
Sikka Karnam Greens,housing_society,,"Sector 143, Noida",,,,,,,,,,,Sikka Group,,,,0,,,,,https://www.99acres.com/flats-in-sector-143-noida-ffid,noida,society,20,C
Sky Apartments,housing_society,,"Sector 121, Noida",,,,,,,,,,towers=1,,yes,,,0,,,,,https://www.99acres.com/sky-apartments-sector-121-noida-npxid-r266017,noida,society,20,C
Sobha Greater Noida West,housing_society,,"Sector 1, Greater Noida West",,,,,,,,,,,Sobha Limited,,,,0,[],,,,https://sobhaupcoming.com/greater-noida-west/,gn_west,society,20,C
"Sovereign Next (Vatika India Next, under construction)",housing_society,,"Sector 82-83, Gurgaon",,,,,,,,,,,Vatika Group,,,,,,,,,https://www.vatikacollections.com/townships/vatika-india-next-gurgaon/,gurgaon,society,20,C
Spaze Privy,housing_society,,"Sector 84, Gurgaon",,,,,,,,,,,Spaze Group,,,,,,,,,https://www.99acres.com/society-flats-apartments-in-sector-84-gurgaon-ffid,gurgaon,society,20,C
Sunbreeze Tower III,housing_society,,"Sector 4, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.squareyards.com/sale/apartments-for-sale-in-vaishali-sector-4-ghaziabad,ghaziabad,society,20,C
Sunworld Vanalika,housing_society,,"Sector 107, Noida",,,,,,,,,,,Sunworld Group,,,,0,,,,,https://ambak.com/blog/sector-107-noida-locality-landmarks-transport-top-under-construction-projects-reasons-to-invest/,noida,society,20,C
Supertech Cape Town,housing_society,,"Sector 74, Noida",,,,,,,,,,,Supertech,,,,0,,,,,https://moneytreerealty.com/noida-real-estate/sector-74-noida,noida,society,20,C
Supertech Ecovillage 3,housing_society,,"Noida Extension, Greater Noida West",,,,,,,,,,,Supertech Limited,,,,0,[],,,,https://www.99acres.com/supertech-ecovillage-3-resale-in-noida-extension-noida-5174-npffid,gn_west,society,20,C
Supertech Ecovillage II,housing_society,,"Sector 16B, Greater Noida West",,,,,,,,,,,Supertech Limited,false,,,0,[],,,,https://www.squareyards.com/greater-noida-residential-property/supertech-ecovillage-ii/800/project | https://www.supertechlimited.com/residential/ecovillage2-noida-extension/index.php,gn_west,society,20,C
Supertech North Eye,housing_society,,"Sector 74, Noida",,,,,,,,,,,Supertech,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-74-noida-ffid,noida,society,20,C
Surya Kanishk Tower,housing_society,,"Sector 4, Vaishali",,,,,,,,,,,,,,,0,[],,,,https://www.squareyards.com/sale/apartments-for-sale-in-vaishali-sector-4-ghaziabad,ghaziabad,society,20,C
Symbol Towers,housing_society,,Raj Nagar Extension,,,,,,,,,,,,,,,0,[],,,,https://houseeazy.com/blog/top-5-societies-ready-to-move-in-homes-in-raj-nagar-extension-ghaziabad,ghaziabad,society,20,C
T and T Eutopia,housing_society,,"Siddharth Vihar / Pratap Vihar, near Indirapuram",,,,,,,,,,,,,,,0,[],,,,https://mygate.com/blog/neighbourhood/best-societies-in-ghaziabad/,ghaziabad,society,20,C
The Gaurang Housing Society,housing_society,,Faridabad,,,,,,,,,,,,,,,0,[],,,,https://www.indiainfo.net/d/housing-society-in-faridabad,faridabad,society,20,C
The Hyde Park,housing_society,,"Sector 78, Noida",,,,,,,,,,,,,,,0,,,,,https://www.99acres.com/society-flats-apartments-in-sector-78-noida-ffid,noida,society,20,C
The Seven Lamps (Vatika India Next),housing_society,,"Sector 82-83, Gurgaon",,,,,,,,,,,Vatika Group,,,,,,,,,https://www.vatikacollections.com/townships/vatika-india-next-gurgaon/,gurgaon,society,20,C
"Tranquil Heights (Vatika India Next, under construction)",housing_society,,"Sector 82-83, Gurgaon",,,,,,,,,,,Vatika Group,,,,,,,,,https://www.vatikacollections.com/townships/vatika-india-next-gurgaon/,gurgaon,society,20,C
Trident Embassy,housing_society,,"Sector 1, Greater Noida West",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/articles/sector-4-vs-sector-1-where-should-you-invest-in-greater-noida-west.html,gn_west,society,20,C
Tulip Crimson,housing_society,,"Sector 70, Gurgaon",,,,,,,,,,towers=10,Tulip Infratech,,,,,,,,,https://www.squareyards.com/sale/apartments-for-sale-in-sector-70-gurgaon,gurgaon,society,20,C
Unitech Exquisites,housing_society,,"Sector 117, Noida",,,,,,,,,,,Unitech,,,,0,,,,,https://www.srpropzone.com/2020/12/sector-112-113-114-115-116-117-118.html,noida,society,20,C
VVIP Addresses,housing_society,,Raj Nagar Extension,,,,,,,4.3,,,,,,,,0,[],,,,https://houseeazy.com/blog/top-5-societies-ready-to-move-in-homes-in-raj-nagar-extension-ghaziabad,ghaziabad,society,20,C
VXL Eastern Gates,housing_society,,Vasundhara,,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/society-flats-apartments-in-vasundhara-ghaziabad-ffid,ghaziabad,society,20,C
Vasundhara Co Operative Housing Society,housing_society,,"Sector 21, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/vasundhara-co-operative-housing-society-sector-21-faridabad-npxid-r27362 | https://www.99acres.com/property-in-sector-21-faridabad-ffid,faridabad,society,20,C
Vatika India Next,housing_society,,"Sector 82-83, Gurgaon",,,,,,https://www.vatikacollections.com/townships/vatika-india-next-gurgaon/,,,,,Vatika Group,,,,,,,,,https://www.99acres.com/vatika-india-next-sector-82-gurgaon-npxid-r1842 | https://www.vatikacollections.com/townships/vatika-india-next-gurgaon/,gurgaon,society,20,C
Vipul Greens,housing_society,,"Sector 48, Sohna Road, Gurgaon",,,,,,,,,,,Vipul Ltd,,,,1,"In the Vipul Greens condo, the builder was charging Rs 11.50 - Rs 11.70 per unit for DG Backup",,,,https://www.99acres.com/sector-48-gurgaon-overview-piffid | https://groups.google.com/g/gurgaon-rwa-forum/c/ae_hYsrs_fg,gurgaon,society,20,C
Windsor Paradise 2,housing_society,,Raj Nagar Extension,,,,,,,,,,,,,,,0,[],,,,https://houseeazy.com/blog/top-5-societies-ready-to-move-in-homes-in-raj-nagar-extension-ghaziabad,ghaziabad,society,20,C
Zion Onyxe Tower,housing_society,,"Sector 21, Faridabad",,,,,,,,,,,,,,,0,[],,,,https://www.99acres.com/property-in-sector-21-faridabad-ffid,faridabad,society,20,C
